Pair,Left,Right,BestWindow,PValue,Beta,HalfLife,Z,Conviction,ConvictionBand,Signal,Action,Notes,StationarityP,Stationary,VolRegime,SpreadVol,SuggestedNotional,JohansenTrace,JohansenCrit,JohansenPass,GrowthPhase,PhaseGuidance,SR_Deviation,SR_Signal_Strength,JohansenStrength,NL_Description
NVDA-TSLA,NVDA,TSLA,60,0.1560017817680231,0.05873100527397912,3.752994823477784,-0.210109708983777,1.2563637555860159,Low,HOLD,HOLD,β=0.059; HL=3.8; Z=-0.21; p=0.1560; W=60,0.05557009017720497,True,Normal,3.028186904713862,,8.136203318100424,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",-0.20835143782983598,Inside Band,-7.3580966818995766,"NVDA-TSLA spread is inside its ±1s band, HL=3.8d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
AMD-CSCO,AMD,CSCO,180,0.12571421169806474,5.4975540462599835,8.411885623963249,0.7304341116063992,1.2442288408416213,Low,HOLD,HOLD,β=5.498; HL=8.4; Z=0.73; p=0.1257; W=180,0.04179009673868414,True,Low,4.9581515541142345,,10.091148981324013,15.4943,False,Reset,"Expect longer holding periods, reversion is slower",0.7284023020750547,Inside Band,-5.403151018675988,"AMD-CSCO spread is inside its ±1s band, HL=8.4d, in a reset regime, with weak Johansen evidence. Conviction: Low."
AMAT-AMD,AMAT,AMD,252,0.09407529436232664,0.46556561990735656,11.07697894283832,1.2163387898477698,1.243267757969554,Low,HOLD,HOLD,β=0.466; HL=11.1; Z=1.22; p=0.0941; W=252,0.029073634543310387,True,Normal,4.1471025693244465,,10.862468194495836,15.4943,False,Reset,"Expect longer holding periods, reversion is slower",1.2139230202538678,Mild,-4.631831805504165,"AMAT-AMD spread is mild stretched at +1.21s, HL=11.1d, in a reset regime, with weak Johansen evidence. Conviction: Low."
BKNG-INTU,BKNG,INTU,252,0.1549938376589728,5.529351141940717,13.406452752611797,1.2063064419079024,1.2412612883815806,Low,HOLD,HOLD,β=5.529; HL=13.4; Z=1.21; p=0.1550; W=252,0.05284943592758021,True,Normal,80.6753553957737,,11.060604678002317,15.4943,False,Reset,"Expect longer holding periods, reversion is slower",1.2039105975530133,Mild,-4.433695321997684,"BKNG-INTU spread is mild stretched at +1.20s, HL=13.4d, in a reset regime, with weak Johansen evidence. Conviction: Low."
BKNG-NFLX,BKNG,NFLX,180,0.041629985317732,2.9014123829066376,5.6087485913544315,0.7419806491311992,1.2320962766489199,Low,HOLD,HOLD,β=2.901; HL=5.6; Z=0.74; p=0.0416; W=180,0.01103336359293816,True,Low,79.07737014113083,,28.33392657756619,15.4943,True,Maturity,"Stick to standard entries, HL stable, clean mean reverts",0.7399167212135088,Inside Band,12.839626577566188,"BKNG-NFLX spread is inside its ±1s band, HL=5.6d, in a maturity regime, with strong Johansen pass (gap +12.84). Conviction: Low."
CSCO-QQQ,CSCO,QQQ,180,0.17318263749339718,0.09384360362478447,9.487464990415429,-1.1062812285258277,1.2212562457051654,Low,HOLD,HOLD,β=0.094; HL=9.5; Z=-1.11; p=0.1732; W=180,0.06251555754959676,True,Normal,0.6449934882702157,,8.938412016978422,15.4943,False,Reset,"Expect longer holding periods, reversion is slower",-1.1032039451559112,Mild,-6.555887983021579,"CSCO-QQQ spread is mild stretched at -1.10s, HL=9.5d, in a reset regime, with weak Johansen evidence. Conviction: Low."
AVGO-GOOGL,AVGO,GOOGL,90,0.09180281564358461,1.2366531958234348,3.3729849101901235,-0.9634025145872284,1.1926805029174457,Low,HOLD,HOLD,β=1.237; HL=3.4; Z=-0.96; p=0.0918; W=90,0.02908774930520337,True,Normal,7.705422481083426,,7.572887204641317,15.4943,False,Maturity,Default regime,-0.9580353278979999,Inside Band,-7.921412795358684,"AVGO-GOOGL spread is inside its ±1s band, HL=3.4d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
AVGO-TSLA,AVGO,TSLA,60,0.1420796505311312,0.5600710273347316,3.469014715394124,-0.9531321408026998,1.1906264281605399,Low,HOLD,HOLD,β=0.560; HL=3.5; Z=-0.95; p=0.1421; W=60,0.0517870834310998,True,Normal,9.237810201515105,,14.599926825972306,15.4943,False,Maturity,Default regime,-0.9451559993993683,Inside Band,-0.8943731740276952,"AVGO-TSLA spread is inside its ±1s band, HL=3.5d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
AMAT-NVDA,AMAT,NVDA,252,0.18797772483210912,0.38635225447707977,13.655289588768275,0.9434912465603734,1.1886982493120746,Low,HOLD,HOLD,β=0.386; HL=13.7; Z=0.94; p=0.1880; W=252,0.06918431070709503,True,Normal,4.190824530839497,,9.849302021821794,15.4943,False,Reset,"Expect longer holding periods, reversion is slower",0.9416173792755534,Inside Band,-5.644997978178207,"AMAT-NVDA spread is inside its ±1s band, HL=13.7d, in a reset regime, with weak Johansen evidence. Conviction: Low."
AMAT-GOOGL,AMAT,GOOGL,252,0.10588358895032368,0.2219241823614695,14.723672415090649,0.8411324525997633,1.1682264905199526,Low,HOLD,HOLD,β=0.222; HL=14.7; Z=0.84; p=0.1059; W=252,0.03315924688516229,True,Normal,4.646264705728662,,6.690067350369017,15.4943,False,Reset,"Expect longer holding periods, reversion is slower",0.8394618800418587,Inside Band,-8.804232649630983,"AMAT-GOOGL spread is inside its ±1s band, HL=14.7d, in a reset regime, with weak Johansen evidence. Conviction: Low."
AMZN-CSCO,AMZN,CSCO,90,0.06830975425450059,3.079389353625884,3.81844432381622,-0.802671374263089,1.1605342748526177,Low,HOLD,HOLD,β=3.079; HL=3.8; Z=-0.80; p=0.0683; W=90,0.02051013548310319,True,Normal,4.023886354344992,,16.504019838981993,15.4943,True,Maturity,Default regime,-0.7981996326488215,Inside Band,1.009719838981992,"AMZN-CSCO spread is inside its ±1s band, HL=3.8d, in a maturity regime, with strong Johansen pass (gap +1.01). Conviction: Low."
QCOM-QQQ,QCOM,QQQ,252,0.13055898830354618,0.09196078318491681,10.44987153542046,0.7618833746048996,1.1523766749209798,Low,HOLD,HOLD,β=0.092; HL=10.4; Z=0.76; p=0.1306; W=252,0.0437312120896264,True,Normal,3.034247098065462,,9.155591423827875,15.4943,False,Reset,"Expect longer holding periods, reversion is slower",0.7603701985836858,Inside Band,-6.338708576172126,"QCOM-QQQ spread is inside its ±1s band, HL=10.4d, in a reset regime, with weak Johansen evidence. Conviction: Low."
AVGO-QCOM,AVGO,QCOM,30,0.158728903188248,3.142630798116544,4.304438615432743,-0.7368873166521946,1.147377463330439,Low,HOLD,HOLD,β=3.143; HL=4.3; Z=-0.74; p=0.1587; W=30,0.061722757361119325,True,Normal,11.631788321211937,,,,False,Maturity,Default regime,-0.7245017737692409,Inside Band,,"AVGO-QCOM spread is inside its ±1s band, HL=4.3d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
INTU-NVDA,INTU,NVDA,30,0.05515188878672345,1.4667802443904456,3.5302888588801373,0.6955582664210086,1.1391116532842016,Low,HOLD,HOLD,β=1.467; HL=3.5; Z=0.70; p=0.0552; W=30,0.013154951240322314,True,Normal,11.215662865069698,,,,False,Maturity,Default regime,0.683867378897677,Inside Band,,"INTU-NVDA spread is inside its ±1s band, HL=3.5d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
QCOM-SPY,QCOM,SPY,252,0.1259986691770018,0.12371122685594393,10.438710367813584,0.6414692677653906,1.1282938535530782,Low,HOLD,HOLD,β=0.124; HL=10.4; Z=0.64; p=0.1260; W=252,0.04182512304278687,True,Normal,2.922994387674982,,8.750713140122324,15.4943,False,Reset,"Expect longer holding periods, reversion is slower",0.6401952461149882,Inside Band,-6.743586859877677,"QCOM-SPY spread is inside its ±1s band, HL=10.4d, in a reset regime, with weak Johansen evidence. Conviction: Low."
AMD-PEP,AMD,PEP,90,0.14602374849289967,2.506171439461792,3.839827871432371,0.6042631158038246,1.120852623160765,Low,HOLD,HOLD,β=2.506; HL=3.8; Z=0.60; p=0.1460; W=90,0.05178892843434533,True,Normal,6.374264135180918,,15.736934754234916,15.4943,True,Maturity,"Stick to standard entries, HL stable, clean mean reverts",0.600896721277313,Inside Band,0.2426347542349152,"AMD-PEP spread is inside its ±1s band, HL=3.8d, in a maturity regime, with strong Johansen pass (gap +0.24). Conviction: Low."
BKNG-MSFT,BKNG,MSFT,180,0.03893189298541666,7.530593748831402,6.732778837263893,-0.03644705234816364,1.1179704806154662,Low,HOLD,HOLD,β=7.531; HL=6.7; Z=-0.04; p=0.0389; W=180,0.010064366584819255,True,Normal,78.44530219314471,,11.011199836994267,15.4943,False,Maturity,"Stick to standard entries, HL stable, clean mean reverts",-0.03634566953050258,Inside Band,-4.483100163005734,"BKNG-MSFT spread is inside its ±1s band, HL=6.7d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
INTU-NFLX,INTU,NFLX,180,0.19286174136108353,0.43739949645081544,14.81222774204192,-0.4349175145625526,1.0869835029125106,Low,HOLD,HOLD,β=0.437; HL=14.8; Z=-0.43; p=0.1929; W=180,0.0715837030569709,True,Low,12.794021371201934,,9.98196590383623,15.4943,False,Reset,"Expect longer holding periods, reversion is slower",-0.43370772775578176,Inside Band,-5.512334096163771,"INTU-NFLX spread is inside its ±1s band, HL=14.8d, in a reset regime, with weak Johansen evidence. Conviction: Low."
META-NVDA,META,NVDA,180,0.14082139630137297,2.5587345249615456,7.904248486728166,-0.3242598951461203,1.0648519790292241,Low,HOLD,HOLD,β=2.559; HL=7.9; Z=-0.32; p=0.1408; W=180,0.04831301554290288,True,Normal,13.840644586299764,,8.432219407373166,15.4943,False,Maturity,Default regime,-0.3233579187253564,Inside Band,-7.062080592626835,"META-NVDA spread is inside its ±1s band, HL=7.9d, in a maturity regime, with weak Johansen evidence. Conviction: Low."
MSFT-NVDA,MSFT,NVDA,252,0.14660551167291203,1.8666582718458067,10.979764793763241,-0.24099375181926974,1.048198750363854,Low,HOLD,HOLD,β=1.867; HL=11.0; Z=-0.24; p=0.1466; W=252,0.050597458573741656,True,Low,6.535694284070272,,9.89528713744871,15.4943,False,Reset,"Expect longer holding periods, reversion is slower",-0.24051511430246555,Inside Band,-5.599012862551291,"MSFT-NVDA spread is inside its ±1s band, HL=11.0d, in a reset regime, with weak Johansen evidence. Conviction: Low."
